To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

35B150--Tucannon R. nr Marengo

DATE         TIME    WATER TEMP. (°C)   QUALITY
08/22/2009   00:00               17.1       140
08/23/2009   00:00               15.9       140
08/24/2009   00:00               15.6       140
08/25/2009   00:00               16.0       140
08/26/2009   00:00               16.1       140
08/27/2009   00:00               16.7       140
08/28/2009   00:00               16.8       140
08/29/2009   00:00               17.0       140
08/30/2009   00:00               17.1       140
08/31/2009   00:00               17.3       140
09/01/2009   00:00               17.5       140
09/02/2009   00:00               17.3       140
09/03/2009   00:00               16.6       140
09/04/2009   00:00               15.5       140
09/05/2009   00:00               15.4       140
09/06/2009   00:00               15.4       140
09/07/2009   00:00               14.3       140
09/08/2009   00:00               13.8       140
09/09/2009   00:00               14.0       140
09/10/2009   00:00               14.9       140
09/11/2009   00:00               15.1       140
09/12/2009   00:00               15.4       140
09/13/2009   00:00               15.7       140
09/14/2009   00:00               15.9       140
09/15/2009   00:00               15.8       140
09/16/2009   00:00               16.1       140
09/17/2009   00:00               15.9       140
09/18/2009   00:00               15.0       140
09/19/2009   00:00               14.8       140
09/20/2009   00:00               13.8       140
09/21/2009   00:00               13.1       140
09/22/2009   00:00               13.8       140
09/23/2009   00:00               14.4       140
09/24/2009   00:00               14.7       140
09/25/2009   00:00               14.4       140
09/26/2009   00:00               14.3       140
09/27/2009   00:00               13.1       140
09/28/2009   00:00               12.4       140
09/29/2009   00:00               11.5       140
09/30/2009   00:00               10.6       140

Quality Codes Key:
140 - Data not yet checked
255 - No Data
