To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

35B150--Tucannon R. nr Marengo

DATE         TIME    STAGE (ft.)   QUALITY
12/23/2009   00:00          3.94         1
12/24/2009   00:00          3.93         1
12/25/2009   00:00          3.92         1
12/26/2009   00:00          3.91         1
12/27/2009   00:00          3.90         1
12/28/2009   00:00          3.89         1
12/29/2009   00:00          3.89         1
12/30/2009   00:00          3.88         1
12/31/2009   00:00          3.88         1
01/01/2010   00:00          3.90        50
01/02/2010   00:00          3.93        50
01/03/2010   00:00          3.89        50
01/04/2010   00:00          3.89        50
01/05/2010   00:00          4.09        50
01/06/2010   00:00          4.25        50
01/07/2010   00:00          4.17        50
01/08/2010   00:00          4.13        50
01/09/2010   00:00          4.08        50
01/10/2010   00:00          4.04        50
01/11/2010   00:00          4.01        50
01/12/2010   00:00          4.01        50
01/13/2010   00:00          4.04        50
01/14/2010   00:00          4.08        50
01/15/2010   00:00          4.06        50
01/16/2010   00:00          4.05        50
01/17/2010   00:00          4.03        50
01/18/2010   00:00          4.03        50
01/19/2010   00:00          4.02        50
01/20/2010   00:00          4.02        50
01/21/2010   00:00          4.01        50
01/22/2010   00:00          4.00        50
01/23/2010   00:00          4.01        50
01/24/2010   00:00          3.98        50
01/25/2010   00:00          3.99         1
01/26/2010   00:00          4.02         1
01/27/2010   00:00          4.02         1
01/28/2010   00:00          4.02         1
01/29/2010   00:00          4.02         1
01/30/2010   00:00          4.01         1
01/31/2010   00:00          4.04         1
02/01/2010   00:00          4.04         1
02/02/2010   00:00          4.04         1
02/03/2010   00:00          4.04         1
02/04/2010   00:00          4.04        50
02/05/2010   00:00          4.05        50
02/06/2010   00:00          4.04        50
02/07/2010   00:00          4.04        50
02/08/2010   00:00          4.03        50
02/09/2010   00:00          4.03        50
02/10/2010   00:00          4.02        50
02/11/2010   00:00          4.01        50
02/12/2010   00:00          4.01        50
02/13/2010   00:00          4.02        50
02/14/2010   00:00          4.03        50
02/15/2010   00:00          4.05        50
02/16/2010   00:00          4.06        50
02/17/2010   00:00          4.08        50
02/18/2010   00:00          4.09         1
02/19/2010   00:00          4.09         1
02/20/2010   00:00          4.08         1
02/21/2010   00:00          4.06         1
02/22/2010   00:00          4.05         1
02/23/2010   00:00          4.04         1
02/24/2010   00:00          4.03         1
02/25/2010   00:00          4.02         1
02/26/2010   00:00          4.00         1
02/27/2010   00:00          4.00         1
02/28/2010   00:00          3.99         1
03/01/2010   00:00          3.98         1
03/02/2010   00:00          3.98         1
03/03/2010   00:00          3.99         1
03/04/2010   00:00          4.00         1
03/05/2010   00:00          4.00         1
03/06/2010   00:00          4.00         1
03/07/2010   00:00          3.99         1
03/08/2010   00:00          4.00         1
03/09/2010   00:00          4.00         1
03/10/2010   00:00          3.99         1
03/11/2010   00:00          3.98         1
03/12/2010   00:00          3.98         1
03/13/2010   00:00          3.98         1
03/14/2010   00:00          3.96         1
03/15/2010   00:00          3.96         1
03/16/2010   00:00          3.96         1
03/17/2010   00:00          3.96         1
03/18/2010   00:00          3.96         1
03/19/2010   00:00          3.96         1
03/20/2010   00:00          3.97         1
03/21/2010   00:00          3.98         1
03/22/2010   00:00          3.99         1
03/23/2010   00:00          3.98         1
03/24/2010   00:00          3.98         1
03/25/2010   00:00          3.99         1
03/26/2010   00:00          4.02         1
03/27/2010   00:00          4.00         1
03/28/2010   00:00          4.00         1
03/29/2010   00:00          4.14         1
03/30/2010   00:00          4.49         1
03/31/2010   00:00          4.47         1
04/01/2010   00:00          4.39         1
04/02/2010   00:00          4.34         1
04/03/2010   00:00          4.31         1
04/04/2010   00:00          4.25         1
04/05/2010   00:00          4.23         1
04/06/2010   00:00          4.21         1
04/07/2010   00:00          4.18         1
04/08/2010   00:00          4.20         1
04/09/2010   00:00          4.20         1
04/10/2010   00:00          4.20         1
04/11/2010   00:00          4.21         1
04/12/2010   00:00          4.23         1
04/13/2010   00:00          4.25         1
04/14/2010   00:00          4.25         1
04/15/2010   00:00          4.24         1
04/16/2010   00:00          4.27         1
04/17/2010   00:00          4.36         1
04/18/2010   00:00          4.47         1
04/19/2010   00:00          4.52         1
04/20/2010   00:00          4.59         1
04/21/2010   00:00          4.66         1
04/22/2010   00:00          4.60         1
04/23/2010   00:00          4.54         1
04/24/2010   00:00          4.49         1
04/25/2010   00:00          4.41         1
04/26/2010   00:00          4.35         1
04/27/2010   00:00          4.39         1
04/28/2010   00:00          4.56         1
04/29/2010   00:00          4.50         1
04/30/2010   00:00          4.46         1
05/01/2010   00:00          4.43         1
05/02/2010   00:00          4.41         1
05/03/2010   00:00          4.45         1
05/04/2010   00:00          4.52         1
05/05/2010   00:00          4.53         1
05/06/2010   00:00          4.52         1
05/07/2010   00:00          4.48         1
05/08/2010   00:00          4.46         1
05/09/2010   00:00          4.43         1
05/10/2010   00:00          4.40         1
05/11/2010   00:00          4.39         1
05/12/2010   00:00          4.39         1
05/13/2010   00:00          4.39         1
05/14/2010   00:00          4.39         1
05/15/2010   00:00          4.41         1
05/16/2010   00:00          4.46         1
05/17/2010   00:00          4.51         1
05/18/2010   00:00          4.68         1
05/19/2010   00:00          4.69         1
05/20/2010   00:00          4.69         1
05/21/2010   00:00          4.62         1
05/22/2010   00:00          4.57         1
05/23/2010   00:00          4.53         1
05/24/2010   00:00          4.50         1
05/25/2010   00:00          4.46         1
05/26/2010   00:00          4.44         1
05/27/2010   00:00          4.44         1
05/28/2010   00:00          4.48         1
05/29/2010   00:00          4.44         1
05/30/2010   00:00          4.42         1
05/31/2010   00:00          4.43         1
06/01/2010   00:00          4.43         1
06/02/2010   00:00          4.50         1
06/03/2010   00:00          4.72         1
06/04/2010   00:00          4.80         1
06/05/2010   00:00          4.84         1
06/06/2010   00:00          4.81         1
06/07/2010   00:00          4.76         1
06/08/2010   00:00          4.67         1
06/09/2010   00:00          4.62         1
06/10/2010   00:00          4.57         1
06/11/2010   00:00          4.54         1
06/12/2010   00:00          4.48         1
06/13/2010   00:00          4.43         1
06/14/2010   00:00          4.39         1
06/15/2010   00:00          4.36         1
06/16/2010   00:00          4.36         1
06/17/2010   00:00          4.32         1
06/18/2010   00:00          4.28         1
06/19/2010   00:00          4.26         1
06/20/2010   00:00          4.36         1
06/21/2010   00:00          4.32         1
06/22/2010   00:00          4.29         1
06/23/2010   00:00          4.26         1
06/24/2010   00:00          4.24         1
06/25/2010   00:00          4.22         1
06/26/2010   00:00          4.20         1
06/27/2010   00:00          4.18         1
06/28/2010   00:00          4.16         1
06/29/2010   00:00          4.14         1
06/30/2010   00:00          4.13         1
07/01/2010   00:00          4.11         1
07/02/2010   00:00          4.12         1
07/03/2010   00:00          4.10         1
07/04/2010   00:00          4.08         1
07/05/2010   00:00          4.07         1
07/06/2010   00:00          4.06         1
07/07/2010   00:00          4.04         1
07/08/2010   00:00          4.03         1
07/09/2010   00:00          4.02         1
07/10/2010   00:00          4.01         1
07/11/2010   00:00          4.00         1
07/12/2010   00:00          4.00         1
07/13/2010   00:00          3.99         1
07/14/2010   00:00          3.98         1
07/15/2010   00:00          3.98         1
07/16/2010   00:00          3.98         1
07/17/2010   00:00          3.97         1
07/18/2010   00:00          3.96         1
07/19/2010   00:00          3.96         1
07/20/2010   00:00          3.95         1
07/21/2010   00:00          3.95         1
07/22/2010   00:00          3.94         1
07/23/2010   00:00          3.94         1
07/24/2010   00:00          3.94         1
07/25/2010   00:00          3.93         1
07/26/2010   00:00          3.92         1
07/27/2010   00:00          3.93         1
07/28/2010   00:00          3.95         1
07/29/2010   00:00          3.99         1
07/30/2010   00:00          3.94         1
07/31/2010   00:00          3.93         1
08/01/2010   00:00          3.92         1
08/02/2010   00:00          3.92         1
08/03/2010   00:00          3.91         1
08/04/2010   00:00          3.91         1
08/05/2010   00:00          3.90         1
08/06/2010   00:00          3.90         1
08/07/2010   00:00          3.90         1
08/08/2010   00:00          3.90         1
08/09/2010   00:00          3.91         1
08/10/2010   00:00          3.90         1
08/11/2010   00:00          3.90         1
08/12/2010   00:00          3.91         1
08/13/2010   00:00          3.90         1
08/14/2010   00:00          3.89         1
08/15/2010   00:00          3.88         1
08/16/2010   00:00          3.88         1
08/17/2010   00:00          3.87         1
08/18/2010   00:00          3.87         1
08/19/2010   00:00          3.86         1
08/20/2010   00:00          3.86         1
08/21/2010   00:00          3.87         1
08/22/2010   00:00          3.88         1
08/23/2010   00:00          3.89         1
08/24/2010   00:00          3.88         1
08/25/2010   00:00          3.88         1
08/26/2010   00:00          3.88         1
08/27/2010   00:00          3.91         1
08/28/2010   00:00          3.93         1
08/29/2010   00:00          3.92         1
08/30/2010   00:00          3.93         1
08/31/2010   00:00          3.93         1
09/01/2010   00:00          3.98         1
09/02/2010   00:00          3.94         1
09/03/2010   00:00          3.92         1
09/04/2010   00:00          3.91         1
09/05/2010   00:00          3.91         1
09/06/2010   00:00          3.91         1
09/07/2010   00:00          3.91         1
09/08/2010   00:00          3.92         1
09/09/2010   00:00          3.94         1
09/10/2010   00:00          3.93         1
09/11/2010   00:00          3.92         1
09/12/2010   00:00          3.91         1
09/13/2010   00:00          3.90         1
09/14/2010   00:00          3.89         1
09/15/2010   00:00          3.89         1
09/16/2010   00:00          3.90         1
09/17/2010   00:00          3.90         1
09/18/2010   00:00          3.90         1
09/19/2010   00:00          3.93         1
09/20/2010   00:00          3.94         1
09/21/2010   00:00          3.92         1
09/22/2010   00:00          3.91         1
09/23/2010   00:00          3.92         1
09/24/2010   00:00          3.91         1
09/25/2010   00:00          3.91         1
09/26/2010   00:00          3.92         1
09/27/2010   00:00          3.92         1
09/28/2010   00:00          3.92         1
09/29/2010   00:00          3.93         1
09/30/2010   00:00          3.93         1

Quality Codes Key:
1 - Good quality REVIEWED data
50 - Estimated data
82 - Linear interpolation across gap in records.
250 - Ice impacted data (will not be reported)
